,res_type,state_ab,zip_code,median
6581,burgers,FL,32205.0,300000.0
6584,burgers,FL,32205.0,300000.0
6585,burgers,FL,32254.0,25471.0
6595,burgers,FL,32254.0,25471.0
6601,burgers,FL,32210.0,21983.0
6607,burgers,FL,32217.0,16659.0
6618,burgers,FL,32216.0,66153.0
6642,burgers,FL,32210.0,21983.0
6670,burgers,FL,32225.0,100253.0
6673,burgers,FL,32216.0,66153.0
6685,burgers,FL,32224.0,300000.0
6691,burgers,FL,32225.0,100253.0
6700,burgers,FL,32224.0,300000.0
6724,burgers,FL,32308.0,42408.0
6734,burgers,FL,32303.0,39098.0
6735,burgers,FL,32301.0,48248.0
6737,burgers,FL,32304.0,11275.0
6741,burgers,FL,32301.0,48248.0
6762,burgers,IL,52601.0,300000.0
6763,burgers,IL,52601.0,300000.0
6767,burgers,IL,52601.0,300000.0
6769,burgers,IL,52601.0,300000.0
6770,burgers,IL,52601.0,300000.0
6771,burgers,IL,52601.0,300000.0
6790,burgers,IL,60002.0,70658.0
6799,burgers,IL,60046.0,69791.0
6807,burgers,IL,60056.0,131178.0
6813,burgers,IL,60004.0,95962.0
6825,burgers,IL,60067.0,300000.0
6865,burgers,IL,60005.0,83407.0
6899,burgers,IL,60007.0,48822.0
6910,burgers,IL,60007.0,48822.0
6918,burgers,IL,60007.0,48822.0
6934,burgers,IL,60067.0,300000.0
6939,burgers,IL,60067.0,300000.0
6961,burgers,IL,60047.0,157184.0
6964,burgers,IL,60021.0,300000.0
6969,burgers,IL,60013.0,300000.0
6984,burgers,IL,60014.0,76573.0
6985,burgers,IL,60014.0,76573.0
7000,burgers,IL,60014.0,76573.0
7041,burgers,IL,60018.0,55845.0
7048,burgers,IL,60025.0,69189.0
7051,burgers,IL,60018.0,55845.0
